"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"1","WECm9u","Tnn3eu","GCST012879","GCST90277247","MR Egger",14,0.419653497072008,0.152796357753022,0.0177171367806532,0.120172635876085,0.719134358267932,1.52143428283938,1.12769151478857,2.05265557702893
"2","WECm9u","Tnn3eu","GCST012879","GCST90277247","Weighted median",14,0.15507419169201,0.0765138414818454,0.0426883025294487,0.00510706238759279,0.305041320996427,1.16774459483866,1.00512012565956,1.35668106126131
"3","WECm9u","Tnn3eu","GCST012879","GCST90277247","Inverse variance weighted",14,0.156152036514781,0.0633434650266832,0.0136950510929781,0.0319988450624821,0.28030522796708,1.16900392086162,1.0325163128126,1.32353373020062
"4","WECm9u","Tnn3eu","GCST012879","GCST90277247","Simple mode",14,0.171240045613525,0.125383911529272,0.195189398827449,-0.0745124209838483,0.416992512210898,1.18677559510816,0.928195944880542,1.51739115098762
"5","WECm9u","Tnn3eu","GCST012879","GCST90277247","Weighted mode",14,0.160330912883164,0.119609059773598,0.203052894326046,-0.0741028442730881,0.394764670039417,1.17389926511632,0.928576190187083,1.48403491194729
"6","nbQHIF","jvBUeO","GCST012879","GCST90277249","MR Egger",20,0.14581293636038,0.0981792707422434,0.154801893035,-0.0466184342944175,0.338244307015176,1.15697973896561,0.954451514084186,1.40248309801399
"7","nbQHIF","jvBUeO","GCST012879","GCST90277249","Weighted median",20,0.0504956422379435,0.0609036650393753,0.407043981744037,-0.0688755412392322,0.169866825715119,1.05179227988453,0.933442847989103,1.18514700970488
"8","nbQHIF","jvBUeO","GCST012879","GCST90277249","Inverse variance weighted",20,0.0936890732247092,0.0457201552135574,0.0404439920012582,0.00407756900613655,0.183300577443282,1.09821822737429,1.00408589360149,1.20117540005577
"9","nbQHIF","jvBUeO","GCST012879","GCST90277249","Simple mode",20,-0.049585307740091,0.108554849676521,0.653010698758334,-0.262352813106072,0.163182197625891,0.951623973783065,0.769239578020758,1.17725116251654
"10","nbQHIF","jvBUeO","GCST012879","GCST90277249","Weighted mode",20,-0.00672806000673365,0.0778514753681494,0.932035424700428,-0.159316951728306,0.145860831714839,0.993294522714642,0.852726043139715,1.15703515424737
"11","KsN3wf","bQtTCU","GCST012879","GCST90277250","MR Egger",19,0.0875125037851679,0.0450111758979875,0.0686053312329991,-0.000709400974887642,0.175734408545224,1.09145591168787,0.999290850590493,1.19212139934481
"12","KsN3wf","bQtTCU","GCST012879","GCST90277250","Weighted median",19,0.0830058364676906,0.027208260598338,0.00228263976638904,0.0296776456949481,0.136334027240433,1.0865481501329,1.03012241603103,1.14606464647758
"13","KsN3wf","bQtTCU","GCST012879","GCST90277250","Inverse variance weighted",19,0.0971788117356926,0.0301672828452653,0.00127596567240125,0.0380509373589727,0.156306686112412,1.1020574168032,1.03878414445176,1.16918472082758
"14","KsN3wf","bQtTCU","GCST012879","GCST90277250","Simple mode",19,0.0274196748558877,0.0862850800362409,0.754308770054463,-0.141699082015144,0.19653843172692,1.02779905368431,0.867882378612235,1.21718209838934
"15","KsN3wf","bQtTCU","GCST012879","GCST90277250","Weighted mode",19,0.0790207909415654,0.0283584090538249,0.0121838631046763,0.0234383091960686,0.134603272687062,1.08222682235104,1.02371514498829,1.14408280540718
"16","m958aS","0IzSjw","GCST012879","GCST90277266","MR Egger",10,0.0353435013644753,0.336333829394526,0.918895679872756,-0.623870804248795,0.694557806977746,1.0359755066877,0.535866184829726,2.00282324363847
"17","m958aS","0IzSjw","GCST012879","GCST90277266","Weighted median",10,-0.127941731827617,0.100239904967729,0.20182995753996,-0.324411945564366,0.0685284819091329,0.879904648086671,0.722952364009616,1.07093112667964
"18","m958aS","0IzSjw","GCST012879","GCST90277266","Inverse variance weighted",10,-0.151826513141435,0.071029172303387,0.0325554499757114,-0.291043690856074,-0.0126093354267969,0.859137316847022,0.747483019131642,0.987469829156223
"19","m958aS","0IzSjw","GCST012879","GCST90277266","Simple mode",10,-0.0450591761765453,0.176012578859471,0.803706254422266,-0.390043830741108,0.299925478388018,0.955940911231171,0.677027199243932,1.34975821766982
"20","m958aS","0IzSjw","GCST012879","GCST90277266","Weighted mode",10,-0.101815715310525,0.147001964974677,0.506027964780526,-0.389939566660892,0.186308136039842,0.903195981524159,0.677097792542251,1.20479344346775
"21","NYdqdr","GSatlJ","GCST012879","GCST90277268","MR Egger",12,0.149529403045668,0.0691526766165667,0.0558913019162938,0.0139901568771974,0.285068649214139,1.16128761570281,1.01408847709195,1.32985331837316
"22","NYdqdr","GSatlJ","GCST012879","GCST90277268","Weighted median",12,0.122230649799482,0.03333981902677,0.000246175491836014,0.0568846045070133,0.187576695091951,1.13001470939075,1.05853365333468,1.20632276490857
"23","NYdqdr","GSatlJ","GCST012879","GCST90277268","Inverse variance weighted",12,0.0917800167193593,0.0440452188498187,0.0371812772295681,0.00545138777371469,0.178108645665004,1.09612366667653,1.00546627362527,1.19495514087843
"24","NYdqdr","GSatlJ","GCST012879","GCST90277268","Simple mode",12,-0.0884304186877168,0.123980552860778,0.490540177738266,-0.331432302294842,0.154571464919408,0.915366800943378,0.717894754399142,1.16715768590705
"25","NYdqdr","GSatlJ","GCST012879","GCST90277268","Weighted mode",12,0.136955621490602,0.0306327198014873,0.000945499123548218,0.0769154906796873,0.196995752301517,1.14677725512593,1.07995080662744,1.21773886810738
"26","KsN3wf","8tm8lu","GCST012879","GCST90277250","MR Egger",19,0.0875125037851679,0.0450111758979875,0.0686053312329991,-0.000709400974887642,0.175734408545224,1.09145591168787,0.999290850590493,1.19212139934481
"27","KsN3wf","8tm8lu","GCST012879","GCST90277250","Weighted median",19,0.0830058364676906,0.027208260598338,0.00228263976638904,0.0296776456949481,0.136334027240433,1.0865481501329,1.03012241603103,1.14606464647758
"28","KsN3wf","8tm8lu","GCST012879","GCST90277250","Inverse variance weighted",19,0.0971788117356926,0.0301672828452653,0.00127596567240125,0.0380509373589727,0.156306686112412,1.1020574168032,1.03878414445176,1.16918472082758
"29","KsN3wf","8tm8lu","GCST012879","GCST90277250","Simple mode",19,0.0274196748558877,0.0862850800362409,0.754308770054463,-0.141699082015144,0.19653843172692,1.02779905368431,0.867882378612235,1.21718209838934
"30","KsN3wf","8tm8lu","GCST012879","GCST90277250","Weighted mode",19,0.0790207909415654,0.0283584090538249,0.0121838631046763,0.0234383091960686,0.134603272687062,1.08222682235104,1.02371514498829,1.14408280540718
"31","RTvsF8","0IzSjw","GCST012879","GCST90277288","MR Egger",12,0.231445424768571,0.0757531254701638,0.0121422784244406,0.0829692988470503,0.379921550690092,1.26042053695802,1.08650845097405,1.46216987871684
"32","RTvsF8","0IzSjw","GCST012879","GCST90277288","Weighted median",12,0.201827452170864,0.0487693690822609,3.49727022545281e-05,0.106239488769633,0.297415415572096,1.22363685401198,1.11208817724653,1.34637448822047
"33","RTvsF8","0IzSjw","GCST012879","GCST90277288","Inverse variance weighted",12,0.151392707033653,0.0446111594943586,0.000689788090838444,0.0639548344247097,0.238830579642595,1.16345346473929,1.06604424917236,1.2697633945915
"34","RTvsF8","0IzSjw","GCST012879","GCST90277288","Simple mode",12,0.147044699287116,0.118689180815131,0.241165261374022,-0.085586095110542,0.379675493684773,1.15840574178346,0.9179741065697,1.46181014583443
"35","RTvsF8","0IzSjw","GCST012879","GCST90277288","Weighted mode",12,0.196947786533007,0.0460876825498537,0.00131332289356203,0.106615928735294,0.287279644330721,1.21768045972754,1.11250689048704,1.33279687045637
"36","VDGwEH","8tm8lu","GCST012879","GCST90277298","MR Egger",25,0.171876361850841,0.0485721648460881,0.00175486092359698,0.076674918752508,0.267077804949173,1.18753100000209,1.07969103202912,1.30614206669443
"37","VDGwEH","8tm8lu","GCST012879","GCST90277298","Weighted median",25,0.150910752511651,0.0334034965839718,6.24816142903959e-06,0.0854398992070659,0.216381605816235,1.16289286818269,1.08919609782774,1.24157608126506
"38","VDGwEH","8tm8lu","GCST012879","GCST90277298","Inverse variance weighted",25,0.122063937690746,0.0323042319052449,0.000157728847654182,0.0587476431564659,0.185380232225026,1.12982633795798,1.06050758062306,1.20367602954199
"39","VDGwEH","8tm8lu","GCST012879","GCST90277298","Simple mode",25,0.15786993924396,0.091281945286969,0.0965672567710938,-0.0210426735184989,0.33678255200642,1.17101388185211,0.979177178742441,1.40043450895321
"40","VDGwEH","8tm8lu","GCST012879","GCST90277298","Weighted mode",25,0.153916741314312,0.0323343562222119,7.64149178633138e-05,0.0905414031187768,0.217292079509847,1.16639377032329,1.09476683346456,1.2427070183918
"41","u5hqzI","qdac6V","GCST012879","GCST90277305","MR Egger",13,0.230341183656002,0.0596273019046225,0.00263953995881156,0.113471671922942,0.347210695389062,1.25902949694512,1.12016015645969,1.4151148521367
"42","u5hqzI","qdac6V","GCST012879","GCST90277305","Weighted median",13,0.181754039249822,0.0406487468303281,7.77339410502742e-06,0.102082495462378,0.261425583037265,1.19931917215619,1.10747482960772,1.29878028669138
"43","u5hqzI","qdac6V","GCST012879","GCST90277305","Inverse variance weighted",13,0.12892246073709,0.0394057222548737,0.00106914851831827,0.0516872451175374,0.206157676356642,1.13760191193208,1.05304634561975,1.22894696459906
"44","u5hqzI","qdac6V","GCST012879","GCST90277305","Simple mode",13,-0.0770753877213696,0.15567411434615,0.629465653183621,-0.382196651839824,0.228045876397085,0.925820055511186,0.682360852493348,1.25614295142333
"45","u5hqzI","qdac6V","GCST012879","GCST90277305","Weighted mode",13,0.187015723251323,0.0424732296494293,0.000860635526861085,0.103768193138441,0.270263253364204,1.20564624157976,1.10934327172611,1.31030934867767
"46","NyaOUZ","IoEPey","GCST012879","GCST90277311","MR Egger",15,-0.18872438951057,0.0615005831279919,0.00897195604072305,-0.309265532441434,-0.0681832465797063,0.82801468478168,0.73398584709427,0.934089289225828
"47","NyaOUZ","IoEPey","GCST012879","GCST90277311","Weighted median",15,-0.164035471651277,0.039839784279826,3.8320641988625e-05,-0.242121448839736,-0.0859494944628184,0.848711916133136,0.784960839179422,0.917640575980037
"48","NyaOUZ","IoEPey","GCST012879","GCST90277311","Inverse variance weighted",15,-0.12749991963984,0.0316538530309263,5.62669505359185e-05,-0.189541471580456,-0.0654583676992245,0.880293486574744,0.827338405154747,0.936638040344539
"49","NyaOUZ","IoEPey","GCST012879","GCST90277311","Simple mode",15,-0.214366372267988,0.0979373748460236,0.046055525480879,-0.406323626966194,-0.0224091175697819,0.807052649141825,0.666094566375897,0.977840101639969
"50","NyaOUZ","IoEPey","GCST012879","GCST90277311","Weighted mode",15,-0.173362515337127,0.0370172901397148,0.000352154255682904,-0.245916404010968,-0.100808626663286,0.840832744821976,0.781987593219442,0.9041060381203
"51","mXzmYb","0Lfo1A","GCST012879","GCST90277330","MR Egger",11,0.168069133150798,0.0655399267846954,0.0304675181850122,0.039610876652795,0.296527389648801,1.18301839360982,1.04040584920812,1.34517940348412
"52","mXzmYb","0Lfo1A","GCST012879","GCST90277330","Weighted median",11,0.208599649871612,0.0412666658975271,4.30573670484138e-07,0.127716984712459,0.289482315030765,1.23195168777196,1.13623138633552,1.33573581865132
"53","mXzmYb","0Lfo1A","GCST012879","GCST90277330","Inverse variance weighted",11,0.203806403706882,0.0343687726589632,3.02957128194574e-09,0.136443609295314,0.271169198118449,1.2260607696585,1.14619024147792,1.31149695442992
"54","mXzmYb","0Lfo1A","GCST012879","GCST90277330","Simple mode",11,0.239972660124536,0.0751980771113452,0.0096343829526202,0.092584428986299,0.387360891262772,1.27121439500306,1.09700575673455,1.47308801995103
"55","mXzmYb","0Lfo1A","GCST012879","GCST90277330","Weighted mode",11,0.210257445757785,0.0425393754197843,0.000584864006849506,0.126880269935008,0.293634621580562,1.23399570602631,1.13528108236609,1.34129373433912
"56","qzc7HT","Tnn3eu","GCST012879","GCST90277336","MR Egger",11,0.281958289890499,0.109767711453823,0.0302531632463744,0.0668135754410064,0.497103004339991,1.32572342276444,1.0690961538167,1.64395184417397
"57","qzc7HT","Tnn3eu","GCST012879","GCST90277336","Weighted median",11,0.255786450717382,0.0566140701692854,6.24052369120996e-06,0.144822873185583,0.366750028249182,1.29147690452333,1.15583482279527,1.44303715550244
"58","qzc7HT","Tnn3eu","GCST012879","GCST90277336","Inverse variance weighted",11,0.196787048989134,0.052816971136856,0.000194673675514575,0.093265785560896,0.300308312417371,1.21748474849071,1.09775346351781,1.35027504997113
"59","qzc7HT","Tnn3eu","GCST012879","GCST90277336","Simple mode",11,0.295340388349808,0.131294848332696,0.0482251555239329,0.0380024856177236,0.552678291081893,1.34358362107007,1.03873381477047,1.73790139604406
"60","qzc7HT","Tnn3eu","GCST012879","GCST90277336","Weighted mode",11,0.260657653085603,0.0572229768746161,0.00104998898665035,0.148500618411355,0.37281468775985,1.29778329726662,1.16009351518921,1.45181527576208
